filename,track,measure,set
bwv1.csv,4,4,train
bwv1.csv,4,5,train
bwv1.csv,4,6,train
bwv1.csv,4,7,train
bwv1.csv,4,8,train
bwv1.csv,4,9,train
bwv1.csv,4,10,train
bwv1.csv,4,11,train
bwv1.csv,4,12,train
bwv1.csv,4,13,train
bwv1.csv,4,14,train
bwv1.csv,4,15,train
bwv1.csv,4,16,train
bwv1.csv,4,17,train
bwv1.csv,4,18,train
bwv1.csv,4,19,train
bwv10.csv,0,0,val
bwv10.csv,0,1,val
bwv10.csv,0,2,val
bwv10.csv,0,3,val
bwv10.csv,0,4,val
bwv10.csv,0,5,val
bwv10.csv,0,6,val
bwv10.csv,0,7,val
bwv10.csv,0,8,val
bwv10.csv,0,9,val
bwv10.csv,0,10,val
bwv10.csv,0,11,val
bwv10.csv,0,12,val
bwv10.csv,0,13,val
bwv10.csv,0,14,val
bwv10.csv,0,15,val
bwv10.csv,0,16,val
bwv10.csv,0,17,val
bwv10.csv,1,0,val
bwv10.csv,1,1,val
bwv10.csv,1,2,val
bwv10.csv,1,3,val
bwv10.csv,1,4,val
bwv10.csv,1,5,val
bwv10.csv,1,6,val
bwv10.csv,1,7,val
bwv10.csv,1,8,val
bwv10.csv,1,9,val
bwv10.csv,1,10,val
bwv10.csv,1,11,val
bwv10.csv,1,12,val
bwv10.csv,1,13,val
bwv10.csv,1,14,val
bwv10.csv,1,15,val
bwv10.csv,1,16,val
bwv10.csv,1,17,val
bwv10.csv,1,18,val
bwv10.csv,1,19,val
bwv10.csv,1,20,val
bwv10.csv,2,0,val
bwv10.csv,2,1,val
bwv10.csv,2,2,val
bwv10.csv,2,3,val
bwv10.csv,2,4,val
bwv10.csv,2,5,val
bwv10.csv,2,6,val
bwv10.csv,2,7,val
bwv10.csv,2,8,val
bwv10.csv,2,9,val
bwv10.csv,2,10,val
bwv10.csv,2,11,val
bwv10.csv,2,12,val
bwv10.csv,2,13,val
bwv10.csv,2,14,val
bwv10.csv,2,15,val
bwv10.csv,2,16,val
bwv10.csv,2,17,val
bwv10.csv,2,18,val
bwv10.csv,2,19,val
bwv10.csv,2,20,val
bwv10.csv,3,0,val
bwv10.csv,3,1,val
bwv10.csv,3,2,val
bwv10.csv,3,3,val
bwv10.csv,3,4,val
bwv10.csv,3,5,val
bwv10.csv,3,6,val
bwv10.csv,3,7,val
bwv10.csv,3,8,val
bwv10.csv,3,9,val
bwv10.csv,3,10,val
bwv10.csv,3,11,val
bwv10.csv,3,12,val
bwv10.csv,3,13,val
bwv10.csv,3,14,val
bwv10.csv,3,15,val
bwv10.csv,3,16,val
bwv10.csv,3,17,val
bwv10.csv,3,18,val
bwv10.csv,3,19,val
bwv10.csv,3,20,val
bwv103.csv,0,0,train
bwv103.csv,0,1,train
bwv103.csv,0,2,train
bwv103.csv,0,3,train
bwv103.csv,0,4,train
bwv103.csv,0,5,train
bwv103.csv,0,6,train
bwv103.csv,0,7,train
bwv103.csv,0,8,train
bwv103.csv,0,9,train
bwv103.csv,0,10,train
bwv103.csv,0,11,train
bwv103.csv,0,12,train
bwv103.csv,0,13,train
bwv103.csv,0,14,train
bwv103.csv,0,15,train
bwv103.csv,0,16,train
bwv103.csv,0,17,train
bwv103.csv,0,18,train
bwv103.csv,1,0,train
bwv103.csv,1,1,train
bwv103.csv,1,2,train
bwv103.csv,1,3,train
bwv103.csv,1,4,train
bwv103.csv,1,5,train
bwv103.csv,1,6,train
bwv103.csv,1,7,train
bwv103.csv,1,8,train
bwv103.csv,1,9,train
bwv103.csv,1,10,train
bwv103.csv,1,11,train
bwv103.csv,1,12,train
bwv103.csv,1,13,train
bwv103.csv,1,14,train
bwv103.csv,1,15,train
bwv103.csv,1,16,train
bwv103.csv,1,17,train
bwv103.csv,1,18,train
bwv103.csv,2,0,train
bwv103.csv,2,1,train
bwv103.csv,2,2,train
bwv103.csv,2,3,train
bwv103.csv,2,4,train
bwv103.csv,2,5,train
bwv103.csv,2,6,train
bwv103.csv,2,7,train
bwv103.csv,2,8,train
bwv103.csv,2,9,train
bwv103.csv,2,10,train
bwv103.csv,2,11,train
bwv103.csv,2,12,train
bwv103.csv,2,13,train
bwv103.csv,2,14,train
bwv103.csv,2,15,train
bwv103.csv,2,16,train
bwv103.csv,2,17,train
bwv103.csv,2,18,train
bwv103.csv,3,0,train
bwv103.csv,3,1,train
bwv103.csv,3,2,train
bwv103.csv,3,3,train
bwv103.csv,3,4,train
bwv103.csv,3,5,train
bwv103.csv,3,6,train
bwv103.csv,3,7,train
bwv103.csv,3,8,train
bwv103.csv,3,9,train
bwv103.csv,3,10,train
bwv103.csv,3,11,train
bwv103.csv,3,12,train
bwv103.csv,3,13,train
bwv103.csv,3,14,train
bwv103.csv,3,15,train
bwv103.csv,3,16,train
bwv103.csv,3,17,train
bwv103.csv,3,18,train
bwv104.csv,0,0,train
bwv104.csv,0,1,train
bwv104.csv,0,2,train
bwv104.csv,0,3,train
bwv104.csv,0,4,train
bwv104.csv,0,5,train
bwv104.csv,0,6,train
bwv104.csv,0,7,train
bwv104.csv,0,8,train
bwv104.csv,0,9,train
bwv104.csv,0,10,train
bwv104.csv,0,11,train
bwv104.csv,0,12,train
bwv104.csv,0,13,train
bwv104.csv,0,14,train
bwv104.csv,0,15,train
bwv104.csv,1,0,train
bwv104.csv,1,1,train
bwv104.csv,1,2,train
bwv104.csv,1,3,train
bwv104.csv,1,4,train
bwv104.csv,1,5,train
bwv104.csv,1,6,train
bwv104.csv,1,7,train
bwv104.csv,1,8,train
bwv104.csv,1,9,train
bwv104.csv,1,10,train
bwv104.csv,1,11,train
bwv104.csv,1,12,train
bwv104.csv,1,13,train
bwv104.csv,1,14,train
bwv104.csv,1,15,train
bwv104.csv,2,0,train
bwv104.csv,2,1,train
bwv104.csv,2,2,train
bwv104.csv,2,3,train
bwv104.csv,2,4,train
bwv104.csv,2,5,train
bwv104.csv,2,6,train
bwv104.csv,2,7,train
bwv104.csv,2,8,train
bwv104.csv,2,9,train
bwv104.csv,2,10,train
bwv104.csv,2,11,train
bwv104.csv,2,12,train
bwv104.csv,2,13,train
bwv104.csv,2,14,train
bwv104.csv,2,15,train
bwv104.csv,3,0,train
bwv104.csv,3,1,train
bwv104.csv,3,2,train
bwv104.csv,3,3,train
bwv104.csv,3,4,train
bwv104.csv,3,5,train
bwv104.csv,3,6,train
bwv104.csv,3,7,train
bwv104.csv,3,8,train
bwv104.csv,3,9,train
bwv104.csv,3,10,train
bwv104.csv,3,11,train
bwv104.csv,3,12,train
bwv104.csv,3,13,train
bwv104.csv,3,14,train
bwv104.csv,3,15,train
bwv111.csv,0,0,train
bwv111.csv,0,1,train
bwv111.csv,0,2,train
bwv111.csv,0,3,train
bwv111.csv,0,4,train
bwv111.csv,0,5,train
bwv111.csv,0,6,train
bwv111.csv,0,7,train
bwv111.csv,0,8,train
bwv111.csv,0,9,train
bwv111.csv,0,10,train
bwv111.csv,0,11,train
bwv111.csv,0,12,train
bwv111.csv,0,13,train
bwv111.csv,0,14,train
bwv111.csv,0,15,train
bwv111.csv,0,16,train
bwv111.csv,0,17,train
bwv111.csv,0,18,train
bwv111.csv,0,19,train
bwv111.csv,1,0,train
bwv111.csv,1,1,train
bwv111.csv,1,2,train
bwv111.csv,1,3,train
bwv111.csv,1,4,train
bwv111.csv,1,5,train
bwv111.csv,1,6,train
bwv111.csv,1,7,train
bwv111.csv,1,8,train
bwv111.csv,1,9,train
bwv111.csv,1,10,train
bwv111.csv,1,11,train
bwv111.csv,1,12,train
bwv111.csv,1,13,train
bwv111.csv,1,14,train
bwv111.csv,1,15,train
bwv111.csv,1,16,train
bwv111.csv,1,17,train
bwv111.csv,1,18,train
bwv111.csv,1,19,train
bwv111.csv,2,0,train
bwv111.csv,2,1,train
bwv111.csv,2,2,train
bwv111.csv,2,3,train
bwv111.csv,2,4,train
bwv111.csv,2,5,train
bwv111.csv,2,6,train
bwv111.csv,2,7,train
bwv111.csv,2,8,train
bwv111.csv,2,9,train
bwv111.csv,2,10,train
bwv111.csv,2,11,train
bwv111.csv,2,12,train
bwv111.csv,2,13,train
bwv111.csv,2,14,train
bwv111.csv,2,15,train
bwv111.csv,2,16,train
bwv111.csv,2,17,train
bwv111.csv,2,18,train
bwv111.csv,2,19,train
bwv111.csv,3,0,train
bwv111.csv,3,1,train
bwv111.csv,3,2,train
bwv111.csv,3,3,train
bwv111.csv,3,4,train
bwv111.csv,3,5,train
bwv111.csv,3,6,train
bwv111.csv,3,7,train
bwv111.csv,3,8,train
bwv111.csv,3,9,train
bwv111.csv,3,10,train
bwv111.csv,3,11,train
bwv111.csv,3,12,train
bwv111.csv,3,13,train
bwv111.csv,3,14,train
bwv111.csv,3,15,train
bwv111.csv,3,16,train
bwv111.csv,3,17,train
bwv111.csv,3,18,train
bwv111.csv,3,19,train
bwv112.csv,0,0,train
bwv112.csv,0,1,train
bwv112.csv,0,2,train
bwv112.csv,0,3,train
bwv112.csv,0,4,train
bwv112.csv,0,5,train
bwv112.csv,0,6,train
bwv112.csv,0,7,train
bwv112.csv,0,8,train
bwv112.csv,0,9,train
bwv112.csv,0,10,train
bwv112.csv,0,11,train
bwv112.csv,0,12,train
bwv112.csv,0,13,train
bwv112.csv,0,14,train
bwv112.csv,0,15,train
bwv112.csv,1,0,train
bwv112.csv,1,1,train
bwv112.csv,1,2,train
bwv112.csv,1,3,train
bwv112.csv,1,4,train
bwv112.csv,1,5,train
bwv112.csv,1,6,train
bwv112.csv,1,7,train
bwv112.csv,1,8,train
bwv112.csv,1,9,train
bwv112.csv,1,10,train
bwv112.csv,1,11,train
bwv112.csv,1,12,train
bwv112.csv,1,13,train
bwv112.csv,1,14,train
bwv112.csv,1,15,train
bwv112.csv,2,0,train
bwv112.csv,2,1,train
bwv112.csv,2,2,train
bwv112.csv,2,3,train
bwv112.csv,2,4,train
bwv112.csv,2,5,train
bwv112.csv,2,6,train
bwv112.csv,2,7,train
bwv112.csv,2,8,train
bwv112.csv,2,9,train
bwv112.csv,2,10,train
bwv112.csv,2,11,train
bwv112.csv,2,12,train
bwv112.csv,2,13,train
bwv112.csv,2,14,train
bwv112.csv,2,15,train
bwv112.csv,3,0,train
bwv112.csv,3,1,train
bwv112.csv,3,2,train
bwv112.csv,3,3,train
bwv112.csv,3,4,train
bwv112.csv,3,5,train
bwv112.csv,3,6,train
bwv112.csv,3,7,train
bwv112.csv,3,8,train
bwv112.csv,3,9,train
bwv112.csv,3,10,train
bwv112.csv,3,11,train
bwv112.csv,3,12,train
bwv112.csv,3,13,train
bwv112.csv,3,14,train
bwv112.csv,3,15,train
bwv112.csv,4,0,train
bwv112.csv,4,1,train
bwv112.csv,4,2,train
bwv112.csv,4,3,train
bwv112.csv,4,4,train
bwv112.csv,4,5,train
bwv112.csv,4,6,train
bwv112.csv,4,7,train
bwv112.csv,4,8,train
bwv112.csv,4,9,train
bwv112.csv,4,10,train
bwv112.csv,4,11,train
bwv112.csv,4,12,train
bwv112.csv,4,13,train
bwv112.csv,4,14,train
bwv112.csv,4,15,train
bwv112.csv,5,0,train
bwv112.csv,5,1,train
bwv112.csv,5,2,train
bwv112.csv,5,3,train
bwv112.csv,5,4,train
bwv112.csv,5,5,train
bwv112.csv,5,6,train
bwv112.csv,5,7,train
bwv112.csv,5,8,train
bwv112.csv,5,9,train
bwv112.csv,5,10,train
bwv112.csv,5,11,train
bwv112.csv,5,12,train
bwv112.csv,5,13,train
bwv112.csv,5,14,train
bwv112.csv,5,15,train
bwv112.csv,6,0,train
bwv112.csv,6,1,train
bwv112.csv,6,2,train
bwv112.csv,6,3,train
bwv112.csv,6,4,train
bwv112.csv,6,5,train
bwv112.csv,6,6,train
bwv112.csv,6,7,train
bwv112.csv,6,8,train
bwv112.csv,6,9,train
bwv112.csv,6,10,train
bwv112.csv,6,11,train
bwv112.csv,6,12,train
bwv112.csv,6,13,train
bwv112.csv,6,14,train
bwv112.csv,6,15,train
bwv113.csv,0,0,test
bwv113.csv,0,1,test
bwv113.csv,0,2,test
bwv113.csv,0,3,test
bwv113.csv,0,4,test
bwv113.csv,0,5,test
bwv113.csv,0,6,test
bwv113.csv,0,7,test
bwv113.csv,0,8,test
bwv113.csv,0,9,test
bwv113.csv,0,10,test
bwv113.csv,0,11,test
bwv113.csv,0,12,test
bwv113.csv,0,13,test
bwv113.csv,0,14,test
bwv113.csv,0,15,test
bwv113.csv,0,16,test
bwv113.csv,0,17,test
bwv113.csv,1,0,test
bwv113.csv,1,1,test
bwv113.csv,1,2,test
bwv113.csv,1,3,test
bwv113.csv,1,4,test
bwv113.csv,1,5,test
bwv113.csv,1,6,test
bwv113.csv,1,7,test
bwv113.csv,1,8,test
bwv113.csv,1,9,test
bwv113.csv,1,10,test
bwv113.csv,1,11,test
bwv113.csv,1,12,test
bwv113.csv,1,13,test
bwv113.csv,1,14,test
bwv113.csv,1,15,test
bwv113.csv,1,16,test
bwv113.csv,1,17,test
bwv113.csv,2,0,test
bwv113.csv,2,1,test
bwv113.csv,2,2,test
bwv113.csv,2,3,test
bwv113.csv,2,4,test
bwv113.csv,2,5,test
bwv113.csv,2,6,test
bwv113.csv,2,7,test
bwv113.csv,2,8,test
bwv113.csv,2,9,test
bwv113.csv,2,10,test
bwv113.csv,2,11,test
bwv113.csv,2,12,test
bwv113.csv,2,13,test
bwv113.csv,2,14,test
bwv113.csv,2,15,test
bwv113.csv,2,16,test
bwv113.csv,2,17,test
bwv113.csv,3,0,test
bwv113.csv,3,1,test
bwv113.csv,3,2,test
bwv113.csv,3,3,test
bwv113.csv,3,4,test
bwv113.csv,3,5,test
bwv113.csv,3,6,test
bwv113.csv,3,7,test
bwv113.csv,3,8,test
bwv113.csv,3,9,test
bwv113.csv,3,10,test
bwv113.csv,3,11,test
bwv113.csv,3,12,test
bwv113.csv,3,13,test
bwv113.csv,3,14,test
bwv113.csv,3,15,test
bwv113.csv,3,16,test
bwv113.csv,3,17,test
bwv114.csv,0,0,test
bwv114.csv,0,1,test
bwv114.csv,0,2,test
bwv114.csv,0,3,test
bwv114.csv,0,4,test
bwv114.csv,0,5,test
bwv114.csv,0,6,test
bwv114.csv,0,7,test
bwv114.csv,0,8,test
bwv114.csv,0,9,test
bwv114.csv,0,10,test
bwv114.csv,0,11,test
bwv114.csv,0,12,test
bwv114.csv,0,13,test
bwv114.csv,0,14,test
bwv114.csv,0,15,test
bwv114.csv,1,0,test
bwv114.csv,1,1,test
bwv114.csv,1,2,test
bwv114.csv,1,3,test
bwv114.csv,1,4,test
bwv114.csv,1,5,test
bwv114.csv,1,6,test
bwv114.csv,1,7,test
bwv114.csv,1,8,test
bwv114.csv,1,9,test
bwv114.csv,1,10,test
bwv114.csv,1,11,test
bwv114.csv,1,12,test
bwv114.csv,1,13,test
bwv114.csv,1,14,test
bwv114.csv,1,15,test
bwv114.csv,2,0,test
bwv114.csv,2,1,test
bwv114.csv,2,2,test
bwv114.csv,2,3,test
bwv114.csv,2,4,test
bwv114.csv,2,5,test
bwv114.csv,2,6,test
bwv114.csv,2,7,test
bwv114.csv,2,8,test
bwv114.csv,2,9,test
bwv114.csv,2,10,test
bwv114.csv,2,11,test
bwv114.csv,2,12,test
bwv114.csv,2,13,test
bwv114.csv,2,14,test
bwv114.csv,2,15,test
bwv114.csv,3,0,test
bwv114.csv,3,1,test
bwv114.csv,3,2,test
bwv114.csv,3,3,test
bwv114.csv,3,4,test
bwv114.csv,3,5,test
bwv114.csv,3,6,test
bwv114.csv,3,7,test
bwv114.csv,3,8,test
bwv114.csv,3,9,test
bwv114.csv,3,10,test
bwv114.csv,3,11,test
bwv114.csv,3,12,test
bwv114.csv,3,13,test
bwv114.csv,3,14,test
bwv114.csv,3,15,test
bwv117.csv,0,0,test
bwv117.csv,0,1,test
bwv117.csv,0,2,test
bwv117.csv,0,3,test
bwv117.csv,0,4,test
bwv117.csv,0,5,test
bwv117.csv,0,6,test
bwv117.csv,0,7,test
bwv117.csv,0,8,test
bwv117.csv,0,9,test
bwv117.csv,0,10,test
bwv117.csv,0,11,test
bwv117.csv,0,12,test
bwv117.csv,0,13,test
bwv117.csv,0,14,test
bwv117.csv,0,15,test
bwv117.csv,1,0,test
bwv117.csv,1,1,test
bwv117.csv,1,2,test
bwv117.csv,1,3,test
bwv117.csv,1,4,test
bwv117.csv,1,5,test
bwv117.csv,1,6,test
bwv117.csv,1,7,test
bwv117.csv,1,8,test
bwv117.csv,1,9,test
bwv117.csv,1,10,test
bwv117.csv,1,11,test
bwv117.csv,1,12,test
bwv117.csv,1,13,test
bwv117.csv,1,14,test
bwv117.csv,1,15,test
bwv117.csv,2,0,test
bwv117.csv,2,1,test
bwv117.csv,2,2,test
bwv117.csv,2,3,test
bwv117.csv,2,4,test
bwv117.csv,2,5,test
bwv117.csv,2,6,test
bwv117.csv,2,7,test
bwv117.csv,2,8,test
bwv117.csv,2,9,test
bwv117.csv,2,10,test
bwv117.csv,2,11,test
bwv117.csv,2,12,test
bwv117.csv,2,13,test
bwv117.csv,2,14,test
bwv117.csv,2,15,test
bwv117.csv,3,0,test
bwv117.csv,3,1,test
bwv117.csv,3,2,test
bwv117.csv,3,3,test
bwv117.csv,3,4,test
bwv117.csv,3,5,test
bwv117.csv,3,6,test
bwv117.csv,3,7,test
bwv117.csv,3,8,test
bwv117.csv,3,9,test
bwv117.csv,3,10,test
bwv117.csv,3,11,test
bwv117.csv,3,12,test
bwv117.csv,3,13,test
bwv117.csv,3,14,test
bwv117.csv,3,15,test
bwv119.csv,0,0,train
bwv119.csv,0,1,train
bwv119.csv,0,2,train
bwv119.csv,0,3,train
bwv119.csv,0,4,train
bwv119.csv,0,5,train
bwv119.csv,0,6,train
bwv119.csv,0,7,train
bwv119.csv,0,8,train
bwv119.csv,0,9,train
bwv119.csv,0,10,train
bwv119.csv,0,11,train
bwv119.csv,0,12,train
bwv119.csv,0,13,train
bwv119.csv,0,14,train
bwv119.csv,0,15,train
bwv119.csv,0,16,train
bwv119.csv,0,17,train
bwv119.csv,0,18,train
bwv119.csv,0,19,train
bwv119.csv,1,0,train
bwv119.csv,1,1,train
bwv119.csv,1,2,train
bwv119.csv,1,3,train
bwv119.csv,1,4,train
bwv119.csv,1,5,train
bwv119.csv,1,6,train
bwv119.csv,1,7,train
bwv119.csv,1,8,train
bwv119.csv,1,9,train
bwv119.csv,1,10,train
bwv119.csv,1,11,train
bwv119.csv,1,12,train
bwv119.csv,1,13,train
bwv119.csv,1,14,train
bwv119.csv,1,15,train
bwv119.csv,1,16,train
bwv119.csv,1,17,train
bwv119.csv,1,18,train
bwv119.csv,1,19,train
bwv119.csv,2,0,train
bwv119.csv,2,1,train
bwv119.csv,2,2,train
bwv119.csv,2,3,train
bwv119.csv,2,4,train
bwv119.csv,2,5,train
bwv119.csv,2,6,train
bwv119.csv,2,7,train
bwv119.csv,2,8,train
bwv119.csv,2,9,train
bwv119.csv,2,10,train
bwv119.csv,2,11,train
bwv119.csv,2,12,train
bwv119.csv,2,13,train
bwv119.csv,2,14,train
bwv119.csv,2,15,train
bwv119.csv,2,16,train
bwv119.csv,2,17,train
bwv119.csv,2,18,train
bwv119.csv,2,19,train
bwv119.csv,3,0,train
bwv119.csv,3,1,train
bwv119.csv,3,2,train
bwv119.csv,3,3,train
bwv119.csv,3,4,train
bwv119.csv,3,5,train
bwv119.csv,3,6,train
bwv119.csv,3,7,train
bwv119.csv,3,8,train
bwv119.csv,3,9,train
bwv119.csv,3,10,train
bwv119.csv,3,11,train
bwv119.csv,3,12,train
bwv119.csv,3,13,train
bwv119.csv,3,14,train
bwv119.csv,3,15,train
bwv119.csv,3,16,train
bwv119.csv,3,17,train
bwv119.csv,3,18,train
bwv119.csv,3,19,train
bwv120.csv,0,0,train
bwv120.csv,0,1,train
bwv120.csv,0,2,train
bwv120.csv,0,3,train
bwv120.csv,0,4,train
bwv120.csv,0,5,train
bwv120.csv,0,6,train
bwv120.csv,0,7,train
bwv120.csv,0,8,train
bwv120.csv,0,9,train
bwv120.csv,0,10,train
bwv120.csv,0,11,train
bwv120.csv,0,12,train
bwv120.csv,0,13,train
bwv120.csv,0,14,train
bwv120.csv,0,15,train
bwv120.csv,1,0,train
bwv120.csv,1,1,train
bwv120.csv,1,2,train
bwv120.csv,1,3,train
bwv120.csv,1,4,train
bwv120.csv,1,5,train
bwv120.csv,1,6,train
bwv120.csv,1,7,train
bwv120.csv,1,8,train
bwv120.csv,1,9,train
bwv120.csv,1,10,train
bwv120.csv,1,11,train
bwv120.csv,1,12,train
bwv120.csv,1,13,train
bwv120.csv,1,14,train
bwv120.csv,1,15,train
bwv120.csv,2,0,train
bwv120.csv,2,1,train
bwv120.csv,2,2,train
bwv120.csv,2,3,train
bwv120.csv,2,4,train
bwv120.csv,2,5,train
bwv120.csv,2,6,train
bwv120.csv,2,7,train
bwv120.csv,2,8,train
bwv120.csv,2,9,train
bwv120.csv,2,10,train
bwv120.csv,2,11,train
bwv120.csv,2,12,train
bwv120.csv,2,13,train
bwv120.csv,2,14,train
bwv120.csv,2,15,train
bwv120.csv,3,0,train
bwv120.csv,3,1,train
bwv120.csv,3,2,train
bwv120.csv,3,3,train
bwv120.csv,3,4,train
bwv120.csv,3,5,train
bwv120.csv,3,6,train
bwv120.csv,3,7,train
bwv120.csv,3,8,train
bwv120.csv,3,9,train
bwv120.csv,3,10,train
bwv120.csv,3,11,train
bwv120.csv,3,12,train
bwv120.csv,3,13,train
bwv120.csv,3,14,train
bwv120.csv,3,15,train
bwv121.csv,0,0,train
bwv121.csv,0,1,train
bwv121.csv,0,2,train
bwv121.csv,0,3,train
bwv121.csv,0,4,train
bwv121.csv,0,5,train
bwv121.csv,0,6,train
bwv121.csv,0,7,train
bwv121.csv,0,8,train
bwv121.csv,0,9,train
bwv121.csv,0,10,train
bwv121.csv,0,11,train
bwv121.csv,0,12,train
bwv121.csv,0,13,train
bwv121.csv,1,0,train
bwv121.csv,1,1,train
bwv121.csv,1,2,train
bwv121.csv,1,3,train
bwv121.csv,1,4,train
bwv121.csv,1,5,train
bwv121.csv,1,6,train
bwv121.csv,1,7,train
bwv121.csv,1,8,train
bwv121.csv,1,9,train
bwv121.csv,1,10,train
bwv121.csv,1,11,train
bwv121.csv,1,12,train
bwv121.csv,1,13,train
bwv121.csv,1,14,train
bwv121.csv,1,15,train
bwv121.csv,1,16,train
bwv121.csv,2,0,train
bwv121.csv,2,1,train
bwv121.csv,2,2,train
bwv121.csv,2,3,train
bwv121.csv,2,4,train
bwv121.csv,2,5,train
bwv121.csv,2,6,train
bwv121.csv,2,7,train
bwv121.csv,2,8,train
bwv121.csv,2,9,train
bwv121.csv,2,10,train
bwv121.csv,2,11,train
bwv121.csv,2,12,train
bwv121.csv,2,13,train
bwv121.csv,2,14,train
bwv121.csv,2,15,train
bwv121.csv,2,16,train
bwv121.csv,3,0,train
bwv121.csv,3,1,train
bwv121.csv,3,2,train
bwv121.csv,3,3,train
bwv121.csv,3,4,train
bwv121.csv,3,5,train
bwv121.csv,3,6,train
bwv121.csv,3,7,train
bwv121.csv,3,8,train
bwv121.csv,3,9,train
bwv121.csv,3,10,train
bwv121.csv,3,11,train
bwv121.csv,3,12,train
bwv121.csv,3,13,train
bwv121.csv,3,14,train
bwv121.csv,3,15,train
bwv121.csv,3,16,train
bwv126.csv,0,0,train
bwv126.csv,0,1,train
bwv126.csv,0,2,train
bwv126.csv,0,3,train
bwv126.csv,0,4,train
bwv126.csv,0,5,train
bwv126.csv,0,6,train
bwv126.csv,0,7,train
bwv126.csv,0,8,train
bwv126.csv,0,9,train
bwv126.csv,0,10,train
bwv126.csv,0,11,train
bwv126.csv,0,12,train
bwv126.csv,0,13,train
bwv126.csv,0,14,train
bwv126.csv,0,15,train
bwv126.csv,0,16,train
bwv126.csv,0,17,train
bwv126.csv,0,18,train
bwv126.csv,0,19,train
bwv126.csv,0,20,train
bwv126.csv,0,21,train
bwv126.csv,0,22,train
bwv126.csv,0,23,train
bwv126.csv,0,24,train
bwv126.csv,0,25,train
bwv126.csv,0,26,train
bwv126.csv,0,27,train
bwv126.csv,0,28,train
bwv126.csv,1,0,train
bwv126.csv,1,1,train
bwv126.csv,1,2,train
bwv126.csv,1,3,train
bwv126.csv,1,4,train
bwv126.csv,1,5,train
bwv126.csv,1,6,train
bwv126.csv,1,7,train
bwv126.csv,1,8,train
bwv126.csv,1,9,train
bwv126.csv,1,10,train
bwv126.csv,1,11,train
bwv126.csv,1,12,train
bwv126.csv,1,13,train
bwv126.csv,1,14,train
bwv126.csv,1,15,train
bwv126.csv,1,16,train
bwv126.csv,1,17,train
bwv126.csv,1,18,train
bwv126.csv,1,19,train
bwv126.csv,1,20,train
bwv126.csv,1,21,train
bwv126.csv,1,22,train
bwv126.csv,1,23,train
bwv126.csv,1,24,train
bwv126.csv,1,25,train
bwv126.csv,1,26,train
bwv126.csv,1,27,train
bwv126.csv,1,28,train
bwv126.csv,2,0,train
bwv126.csv,2,1,train
bwv126.csv,2,2,train
bwv126.csv,2,3,train
bwv126.csv,2,4,train
bwv126.csv,2,5,train
bwv126.csv,2,6,train
bwv126.csv,2,7,train
bwv126.csv,2,8,train
bwv126.csv,2,9,train
bwv126.csv,2,10,train
bwv126.csv,2,11,train
bwv126.csv,2,12,train
bwv126.csv,2,13,train
bwv126.csv,2,14,train
bwv126.csv,2,15,train
bwv126.csv,2,16,train
bwv126.csv,2,17,train
