filename,track,measure_st,measure_end,set
ashover17.npy,0,31,47,test
ashover19.npy,0,0,16,train
ashover19.npy,0,1,17,train
ashover19.npy,0,2,18,train
ashover19.npy,0,3,19,train
ashover19.npy,0,4,20,train
ashover19.npy,0,5,21,train
ashover19.npy,0,6,22,train
ashover19.npy,0,7,23,train
ashover19.npy,0,8,24,train
ashover19.npy,0,9,25,train
ashover19.npy,0,10,26,train
ashover19.npy,0,11,27,train
ashover19.npy,0,12,28,train
ashover19.npy,0,13,29,train
ashover19.npy,0,14,30,train
ashover19.npy,0,15,31,train
ashover19.npy,0,16,32,train
ashover20.npy,0,0,16,train
ashover20.npy,0,1,17,train
ashover20.npy,0,2,18,train
ashover20.npy,0,3,19,train
ashover20.npy,0,4,20,train
ashover20.npy,0,5,21,train
ashover20.npy,0,6,22,train
ashover20.npy,0,7,23,train
ashover20.npy,0,8,24,train
ashover20.npy,0,9,25,train
ashover20.npy,0,10,26,train
ashover20.npy,0,11,27,train
ashover20.npy,0,12,28,train
ashover20.npy,0,13,29,train
ashover20.npy,0,14,30,train
ashover20.npy,0,15,31,train
ashover20.npy,0,16,32,train
ashover20.npy,0,17,33,train
ashover20.npy,0,18,34,train
ashover20.npy,0,19,35,train
ashover20.npy,0,20,36,train
ashover20.npy,0,21,37,train
ashover20.npy,0,22,38,train
ashover20.npy,0,23,39,train
ashover20.npy,0,24,40,train
ashover35.npy,0,0,16,train
ashover35.npy,0,1,17,train
ashover35.npy,0,2,18,train
ashover35.npy,0,3,19,train
ashover35.npy,0,4,20,train
ashover35.npy,0,5,21,train
ashover35.npy,0,6,22,train
ashover35.npy,0,7,23,train
ashover41.npy,0,0,16,train
ashover41.npy,0,1,17,train
ashover41.npy,0,2,18,train
ashover41.npy,0,3,19,train
ashover41.npy,0,4,20,train
ashover41.npy,0,5,21,train
ashover41.npy,0,6,22,train
ashover41.npy,0,7,23,train
ashover41.npy,0,8,24,train
ashover41.npy,0,9,25,train
ashover41.npy,0,10,26,train
ashover41.npy,0,11,27,train
ashover41.npy,0,12,28,train
ashover41.npy,0,13,29,train
ashover41.npy,0,14,30,train
ashover41.npy,0,15,31,train
ashover42.npy,0,0,16,train
ashover42.npy,0,1,17,train
ashover42.npy,0,2,18,train
ashover42.npy,0,3,19,train
ashover42.npy,0,4,20,train
ashover42.npy,0,5,21,train
ashover42.npy,0,6,22,train
ashover42.npy,0,7,23,train
ashover42.npy,0,8,24,train
ashover42.npy,0,9,25,train
ashover42.npy,0,10,26,train
ashover42.npy,0,11,27,train
ashover42.npy,0,12,28,train
ashover42.npy,0,13,29,train
ashover42.npy,0,14,30,train
ashover42.npy,0,15,31,train
ashover42.npy,0,16,32,train
ashover42.npy,0,17,33,train
ashover42.npy,0,18,34,train
ashover42.npy,0,19,35,train
ashover42.npy,0,20,36,train
ashover42.npy,0,21,37,train
ashover42.npy,0,22,38,train
ashover42.npy,0,23,39,train
ashover42.npy,0,24,40,train
ashover42.npy,0,25,41,train
ashover42.npy,0,26,42,train
ashover42.npy,0,27,43,train
ashover42.npy,0,28,44,train
ashover42.npy,0,29,45,train
ashover42.npy,0,30,46,train
ashover42.npy,0,31,47,train
ashover42.npy,0,32,48,train
ashover42.npy,0,33,49,train
ashover42.npy,0,34,50,train
ashover42.npy,0,35,51,train
ashover42.npy,0,36,52,train
ashover42.npy,0,37,53,train
ashover42.npy,0,38,54,train
ashover42.npy,0,39,55,train
ashover42.npy,0,40,56,train
ashover42.npy,0,41,57,train
ashover42.npy,0,42,58,train
ashover42.npy,0,43,59,train
ashover42.npy,0,44,60,train
ashover42.npy,0,45,61,train
ashover42.npy,0,46,62,train
ashover42.npy,0,47,63,train
ashover42.npy,0,48,64,train
ashover46.npy,0,0,16,train
ashover46.npy,0,1,17,train
ashover46.npy,0,2,18,train
ashover46.npy,0,3,19,train
ashover46.npy,0,4,20,train
ashover46.npy,0,5,21,train
ashover46.npy,0,6,22,train
ashover46.npy,0,7,23,train
ashover46.npy,0,8,24,train
ashover46.npy,0,9,25,train
ashover46.npy,0,10,26,train
ashover46.npy,0,11,27,train
ashover46.npy,0,12,28,train
ashover46.npy,0,13,29,train
ashover46.npy,0,14,30,train
ashover46.npy,0,15,31,train
ashover46.npy,0,16,32,train
ashover46.npy,0,17,33,train
ashover46.npy,0,18,34,train
ashover46.npy,0,19,35,train
ashover46.npy,0,20,36,train
ashover46.npy,0,21,37,train
ashover46.npy,0,22,38,train
ashover46.npy,0,23,39,train
ashover46.npy,0,24,40,train
ashover46.npy,0,25,41,train
ashover46.npy,0,26,42,train
ashover46.npy,0,27,43,train
ashover46.npy,0,28,44,train
ashover46.npy,0,29,45,train
ashover46.npy,0,30,46,train
ashover46.npy,0,31,47,train
ashover46.npy,0,32,48,train
ashover5.npy,0,0,16,train
ashover5.npy,0,1,17,train
ashover5.npy,0,2,18,train
ashover5.npy,0,3,19,train
ashover5.npy,0,4,20,train
ashover5.npy,0,5,21,train
ashover5.npy,0,6,22,train
ashover5.npy,0,7,23,train
ashover5.npy,0,8,24,train
ashover5.npy,0,9,25,train
ashover5.npy,0,10,26,train
ashover5.npy,0,11,27,train
ashover5.npy,0,12,28,train
ashover5.npy,0,13,29,train
ashover5.npy,0,14,30,train
ashover5.npy,0,15,31,train
ashover5.npy,0,16,32,train
ashover5.npy,0,17,33,train
ashover5.npy,0,18,34,train
ashover5.npy,0,19,35,train
ashover5.npy,0,20,36,train
ashover5.npy,0,21,37,train
ashover5.npy,0,22,38,train
ashover5.npy,0,23,39,train
ashover5.npy,0,24,40,train
ashover5.npy,0,25,41,train
ashover5.npy,0,26,42,train
ashover5.npy,0,27,43,train
ashover5.npy,0,28,44,train
ashover5.npy,0,29,45,train
ashover5.npy,0,30,46,train
ashover5.npy,0,31,47,train
ashover5.npy,0,32,48,train
ashover6.npy,0,0,16,train
ashover6.npy,0,1,17,train
ashover6.npy,0,2,18,train
ashover6.npy,0,3,19,train
ashover6.npy,0,4,20,train
ashover6.npy,0,5,21,train
ashover6.npy,0,6,22,train
ashover6.npy,0,7,23,train
ashover6.npy,0,8,24,train
ashover6.npy,0,9,25,train
ashover6.npy,0,10,26,train
ashover6.npy,0,11,27,train
ashover6.npy,0,12,28,train
ashover6.npy,0,13,29,train
ashover6.npy,0,14,30,train
ashover6.npy,0,15,31,train
ashover6.npy,0,16,32,train
ashover6.npy,0,17,33,train
ashover6.npy,0,18,34,train
ashover6.npy,0,19,35,train
ashover6.npy,0,20,36,train
ashover6.npy,0,21,37,train
ashover6.npy,0,22,38,train
ashover6.npy,0,23,39,train
ashover6.npy,0,24,40,train
ashover6.npy,0,25,41,train
ashover6.npy,0,26,42,train
ashover6.npy,0,27,43,train
ashover6.npy,0,28,44,train
ashover6.npy,0,29,45,train
ashover6.npy,0,30,46,train
ashover6.npy,0,31,47,train
ashover6.npy,0,32,48,train
ashover7.npy,0,0,16,test
ashover7.npy,0,1,17,test
ashover7.npy,0,2,18,test
ashover7.npy,0,3,19,test
ashover7.npy,0,4,20,test
ashover7.npy,0,5,21,test
ashover7.npy,0,6,22,test
ashover7.npy,0,7,23,test
ashover7.npy,0,8,24,test
ashover7.npy,0,9,25,test
ashover7.npy,0,10,26,test
ashover7.npy,0,11,27,test
ashover7.npy,0,12,28,test
ashover7.npy,0,13,29,test
ashover7.npy,0,14,30,test
ashover7.npy,0,15,31,test
ashover7.npy,0,16,32,test
ashover7.npy,0,17,33,test
ashover7.npy,0,18,34,test
ashover7.npy,0,19,35,test
ashover8.npy,0,0,16,test
ashover8.npy,0,1,17,test
ashover8.npy,0,2,18,test
ashover8.npy,0,3,19,test
ashover8.npy,0,4,20,test
ashover8.npy,0,5,21,test
ashover8.npy,0,6,22,test
ashover8.npy,0,7,23,test
hpps1.npy,0,0,16,train
hpps1.npy,0,1,17,train
hpps1.npy,0,2,18,train
hpps1.npy,0,3,19,train
hpps1.npy,0,4,20,train
hpps1.npy,0,5,21,train
hpps1.npy,0,6,22,train
hpps1.npy,0,7,23,train
hpps1.npy,0,8,24,train
hpps1.npy,0,9,25,train
hpps1.npy,0,10,26,train
hpps1.npy,0,11,27,train
hpps1.npy,0,12,28,train
hpps1.npy,0,13,29,train
hpps1.npy,0,14,30,train
hpps1.npy,0,15,31,train
hpps1.npy,0,16,32,train
hpps1.npy,0,17,33,train
hpps1.npy,0,18,34,train
hpps1.npy,0,19,35,train
hpps1.npy,0,20,36,train
hpps1.npy,0,21,37,train
hpps1.npy,0,22,38,train
hpps1.npy,0,23,39,train
hpps1.npy,0,24,40,train
hpps1.npy,0,25,41,train
hpps1.npy,0,26,42,train
hpps1.npy,0,27,43,train
hpps1.npy,0,28,44,train
hpps1.npy,0,29,45,train
hpps1.npy,0,30,46,train
hpps1.npy,0,31,47,train
hpps1.npy,0,32,48,train
hpps10.npy,0,0,16,test
hpps12.npy,0,0,16,test
hpps13.npy,0,0,16,train
hpps14.npy,0,0,16,train
hpps15.npy,0,0,16,train
hpps16.npy,0,0,16,train
hpps18.npy,0,0,16,train
hpps19.npy,0,0,16,val
hpps19.npy,0,1,17,val
hpps19.npy,0,2,18,val
hpps19.npy,0,3,19,val
hpps19.npy,0,4,20,val
hpps19.npy,0,5,21,val
hpps19.npy,0,6,22,val
hpps19.npy,0,7,23,val
hpps19.npy,0,8,24,val
hpps19.npy,0,9,25,val
hpps19.npy,0,10,26,val
hpps19.npy,0,11,27,val
hpps19.npy,0,12,28,val
hpps19.npy,0,13,29,val
hpps19.npy,0,14,30,val
hpps19.npy,0,15,31,val
hpps19.npy,0,16,32,val
hpps19.npy,0,17,33,val
hpps19.npy,0,18,34,val
hpps19.npy,0,19,35,val
hpps19.npy,0,20,36,val
hpps19.npy,0,21,37,val
hpps19.npy,0,22,38,val
hpps19.npy,0,23,39,val
hpps19.npy,0,24,40,val
hpps19.npy,0,25,41,val
hpps19.npy,0,26,42,val
hpps19.npy,0,27,43,val
hpps19.npy,0,28,44,val
hpps19.npy,0,29,45,val
hpps19.npy,0,30,46,val
hpps19.npy,0,31,47,val
hpps19.npy,0,32,48,val
hpps2.npy,0,0,16,val
hpps2.npy,0,1,17,val
hpps2.npy,0,2,18,val
hpps2.npy,0,3,19,val
hpps2.npy,0,4,20,val
hpps2.npy,0,5,21,val
hpps2.npy,0,6,22,val
hpps2.npy,0,7,23,val
hpps2.npy,0,8,24,val
hpps2.npy,0,9,25,val
hpps2.npy,0,10,26,val
hpps2.npy,0,11,27,val
hpps2.npy,0,12,28,val
hpps2.npy,0,13,29,val
hpps2.npy,0,14,30,val
hpps2.npy,0,15,31,val
hpps2.npy,0,16,32,val
hpps20.npy,0,0,16,train
hpps21.npy,0,0,16,train
hpps22.npy,0,0,16,train
hpps24.npy,0,0,16,train
hpps28.npy,0,0,16,train
hpps29.npy,0,0,16,train
hpps3.npy,0,0,16,train
hpps3.npy,0,1,17,train
hpps3.npy,0,2,18,train
hpps3.npy,0,3,19,train
hpps3.npy,0,4,20,train
hpps3.npy,0,5,21,train
hpps3.npy,0,6,22,train
hpps3.npy,0,7,23,train
hpps3.npy,0,8,24,train
hpps3.npy,0,9,25,train
hpps3.npy,0,10,26,train
hpps3.npy,0,11,27,train
hpps3.npy,0,12,28,train
hpps3.npy,0,13,29,train
hpps3.npy,0,14,30,train
hpps3.npy,0,15,31,train
hpps3.npy,0,16,32,train
hpps3.npy,0,17,33,train
hpps3.npy,0,18,34,train
hpps3.npy,0,19,35,train
hpps3.npy,0,20,36,train
hpps3.npy,0,21,37,train
hpps3.npy,0,22,38,train
hpps3.npy,0,23,39,train
hpps3.npy,0,24,40,train
hpps3.npy,0,25,41,train
hpps3.npy,0,26,42,train
hpps3.npy,0,27,43,train
hpps3.npy,0,28,44,train
hpps3.npy,0,29,45,train
hpps3.npy,0,30,46,train
hpps3.npy,0,31,47,train
hpps3.npy,0,32,48,train
hpps3.npy,0,33,49,train
hpps3.npy,0,34,50,train
hpps3.npy,0,35,51,train
hpps3.npy,0,36,52,train
hpps3.npy,0,37,53,train
hpps3.npy,0,38,54,train
hpps3.npy,0,39,55,train
hpps3.npy,0,40,56,train
hpps30.npy,0,0,16,train
hpps30.npy,0,1,17,train
hpps30.npy,0,2,18,train
hpps30.npy,0,3,19,train
hpps30.npy,0,4,20,train
hpps30.npy,0,5,21,train
hpps30.npy,0,6,22,train
hpps30.npy,0,7,23,train
hpps30.npy,0,8,24,train
hpps30.npy,0,9,25,train
hpps30.npy,0,10,26,train
hpps30.npy,0,11,27,train
hpps30.npy,0,12,28,train
hpps30.npy,0,13,29,train
hpps30.npy,0,14,30,train
hpps30.npy,0,15,31,train
hpps30.npy,0,16,32,train
hpps31.npy,0,0,16,train
hpps31.npy,0,1,17,train
hpps31.npy,0,2,18,train
hpps31.npy,0,3,19,train
hpps31.npy,0,4,20,train
hpps31.npy,0,5,21,train
hpps31.npy,0,6,22,train
hpps31.npy,0,7,23,train
hpps31.npy,0,8,24,train
hpps31.npy,0,9,25,train
hpps31.npy,0,10,26,train
hpps31.npy,0,11,27,train
hpps31.npy,0,12,28,train
hpps31.npy,0,13,29,train
hpps31.npy,0,14,30,train
hpps31.npy,0,15,31,train
hpps31.npy,0,16,32,train
hpps33.npy,0,0,16,train
hpps34.npy,0,0,16,train
hpps36.npy,0,0,16,val
hpps37.npy,0,0,16,val
hpps38.npy,0,0,16,train
hpps39.npy,0,0,16,train
hpps4.npy,0,0,16,train
hpps41.npy,0,0,16,val
hpps42.npy,0,0,16,train
hpps43.npy,0,0,16,train
hpps44.npy,0,0,16,train
hpps45.npy,0,0,16,test
hpps45.npy,0,1,17,test
hpps45.npy,0,2,18,test
hpps45.npy,0,3,19,test
hpps45.npy,0,4,20,test
hpps45.npy,0,5,21,test
hpps45.npy,0,6,22,test
hpps45.npy,0,7,23,test
hpps45.npy,0,8,24,test
hpps45.npy,0,9,25,test
hpps45.npy,0,10,26,test
hpps45.npy,0,11,27,test
hpps45.npy,0,12,28,test
hpps45.npy,0,13,29,test
hpps45.npy,0,14,30,test
hpps45.npy,0,15,31,test
hpps45.npy,0,16,32,test
hpps45.npy,0,17,33,test
hpps45.npy,0,18,34,test
hpps45.npy,0,19,35,test
hpps45.npy,0,20,36,test
hpps45.npy,0,21,37,test
hpps45.npy,0,22,38,test
hpps45.npy,0,23,39,test
hpps45.npy,0,24,40,test
hpps45.npy,0,25,41,test
hpps45.npy,0,26,42,test
hpps45.npy,0,27,43,test
hpps45.npy,0,28,44,test
hpps45.npy,0,29,45,test
hpps45.npy,0,30,46,test
hpps45.npy,0,31,47,test
hpps45.npy,0,32,48,test
hpps46.npy,0,0,16,train
hpps47.npy,0,0,16,train
hpps48.npy,0,0,16,test
hpps49.npy,0,0,16,train
hpps5.npy,0,0,16,val
hpps52.npy,0,0,16,train
hpps53.npy,0,0,16,val
hpps54.npy,0,0,16,test
hpps55.npy,0,0,16,train
hpps56.npy,0,0,16,train
hpps57.npy,0,0,16,train
hpps58.npy,0,0,16,train
hpps6.npy,0,0,16,test
hpps60.npy,0,0,16,train
hpps61.npy,0,0,16,train
hpps62.npy,0,0,16,train
hpps63.npy,0,0,16,train
hpps64.npy,0,0,16,train
hpps65.npy,0,0,16,val
hpps65.npy,0,1,17,val
hpps65.npy,0,2,18,val
hpps65.npy,0,3,19,val
hpps65.npy,0,4,20,val
hpps65.npy,0,5,21,val
hpps65.npy,0,6,22,val
hpps65.npy,0,7,23,val
hpps65.npy,0,8,24,val
hpps65.npy,0,9,25,val
hpps65.npy,0,10,26,val
hpps65.npy,0,11,27,val
hpps65.npy,0,12,28,val
hpps65.npy,0,13,29,val
hpps65.npy,0,14,30,val
hpps65.npy,0,15,31,val
hpps7.npy,0,0,16,train
hpps7.npy,0,1,17,train
hpps7.npy,0,2,18,train
hpps7.npy,0,3,19,train
hpps7.npy,0,4,20,train
hpps7.npy,0,5,21,train
hpps7.npy,0,6,22,train
hpps7.npy,0,7,23,train
hpps7.npy,0,8,24,train
hpps7.npy,0,9,25,train
hpps7.npy,0,10,26,train
hpps7.npy,0,11,27,train
hpps7.npy,0,12,28,train
hpps7.npy,0,13,29,train
hpps7.npy,0,14,30,train
hpps7.npy,0,15,31,train
hpps7.npy,0,16,32,train
hpps8.npy,0,0,16,train
hpps9.npy,0,0,16,train
morris11.npy,0,0,16,train
morris11.npy,0,1,17,train
morris11.npy,0,2,18,train
morris11.npy,0,3,19,train
morris11.npy,0,4,20,train
morris11.npy,0,5,21,train
morris11.npy,0,6,22,train
morris11.npy,0,7,23,train
morris11.npy,0,8,24,train
morris11.npy,0,9,25,train
morris11.npy,0,10,26,train
morris11.npy,0,11,27,train
morris11.npy,0,12,28,train
morris11.npy,0,13,29,train
morris11.npy,0,14,30,train
morris11.npy,0,15,31,train
morris11.npy,0,16,32,train
morris11.npy,0,17,33,train
morris11.npy,0,18,34,train
morris11.npy,0,19,35,train
morris11.npy,0,20,36,train
morris11.npy,0,21,37,train
morris11.npy,0,22,38,train
morris11.npy,0,23,39,train
morris11.npy,0,24,40,train
morris11.npy,0,25,41,train
morris11.npy,0,26,42,train
morris11.npy,0,27,43,train
morris11.npy,0,28,44,train
morris11.npy,0,29,45,train
morris11.npy,0,30,46,train
morris11.npy,0,31,47,train
morris11.npy,0,32,48,train
morris11.npy,0,33,49,train
morris11.npy,0,34,50,train
morris11.npy,0,35,51,train
morris11.npy,0,36,52,train
morris11.npy,0,37,53,train
morris11.npy,0,38,54,train
morris11.npy,0,39,55,train
morris11.npy,0,40,56,train
morris11.npy,0,41,57,train
morris11.npy,0,42,58,train
morris11.npy,0,43,59,train
morris11.npy,0,44,60,train
morris11.npy,0,45,61,train
morris11.npy,0,46,62,train
morris11.npy,0,47,63,train
morris11.npy,0,48,64,train
morris11.npy,0,49,65,train
morris11.npy,0,50,66,train
morris11.npy,0,51,67,train
morris11.npy,0,52,68,train
morris11.npy,0,53,69,train
morris11.npy,0,54,70,train
morris11.npy,0,55,71,train
morris11.npy,0,56,72,train
morris11.npy,0,57,73,train
morris11.npy,0,58,74,train
morris11.npy,0,59,75,train
morris11.npy,0,60,76,train
morris11.npy,0,61,77,train
morris11.npy,0,62,78,train
morris11.npy,0,63,79,train
morris11.npy,0,64,80,train
morris11.npy,0,65,81,train
morris11.npy,0,66,82,train
morris11.npy,0,67,83,train
morris11.npy,0,68,84,train
morris11.npy,0,69,85,train
morris11.npy,0,70,86,train
morris11.npy,0,71,87,train
morris11.npy,0,72,88,train
morris11.npy,0,73,89,train
morris11.npy,0,74,90,train
morris11.npy,0,75,91,train
morris11.npy,0,76,92,train
morris11.npy,0,77,93,train
morris11.npy,0,78,94,train
morris11.npy,0,79,95,train
morris11.npy,0,80,96,train
morris11.npy,0,81,97,train
morris11.npy,0,82,98,train
morris11.npy,0,83,99,train
morris11.npy,0,84,100,train
morris11.npy,0,85,101,train
morris11.npy,0,86,102,train
morris11.npy,0,87,103,train
morris11.npy,0,88,104,train
morris11.npy,0,89,105,train
morris11.npy,0,90,106,train
morris11.npy,0,91,107,train
morris11.npy,0,92,108,train
morris11.npy,0,93,109,train
morris11.npy,0,94,110,train
morris11.npy,0,95,111,train
morris11.npy,0,96,112,train
morris11.npy,0,97,113,train
morris11.npy,0,98,114,train
morris11.npy,0,99,115,train
morris11.npy,0,100,116,train
morris13.npy,0,0,16,train
morris13.npy,0,1,17,train
morris13.npy,0,2,18,train
morris13.npy,0,3,19,train
morris13.npy,0,4,20,train
morris13.npy,0,5,21,train
morris13.npy,0,6,22,train
morris13.npy,0,7,23,train
morris13.npy,0,8,24,train
morris14.npy,0,0,16,train
morris14.npy,0,1,17,train
morris14.npy,0,2,18,train
morris14.npy,0,3,19,train
morris14.npy,0,4,20,train
morris14.npy,0,5,21,train
morris14.npy,0,6,22,train
morris14.npy,0,7,23,train
morris14.npy,0,8,24,train
morris14.npy,0,9,25,train
morris14.npy,0,10,26,train
morris14.npy,0,11,27,train
morris14.npy,0,12,28,train
morris14.npy,0,13,29,train
morris14.npy,0,14,30,train
morris14.npy,0,15,31,train
morris14.npy,0,16,32,train
morris14.npy,0,17,33,train
morris14.npy,0,18,34,train
morris14.npy,0,19,35,train
morris14.npy,0,20,36,train
morris14.npy,0,21,37,train
morris14.npy,0,22,38,train
morris14.npy,0,23,39,train
morris14.npy,0,24,40,train
morris14.npy,0,25,41,train
morris14.npy,0,26,42,train
morris14.npy,0,27,43,train
morris14.npy,0,28,44,train
morris14.npy,0,29,45,train
morris14.npy,0,30,46,train
morris14.npy,0,31,47,train
morris14.npy,0,32,48,train
morris14.npy,0,33,49,train
morris14.npy,0,34,50,train
morris14.npy,0,35,51,train
morris14.npy,0,36,52,train
morris14.npy,0,37,53,train
morris14.npy,0,38,54,train
morris14.npy,0,39,55,train
morris14.npy,0,40,56,train
morris14.npy,0,41,57,train
morris14.npy,0,42,58,train
morris14.npy,0,43,59,train
morris14.npy,0,44,60,train
morris14.npy,0,45,61,train
morris14.npy,0,46,62,train
morris14.npy,0,47,63,train
morris14.npy,0,48,64,train
morris14.npy,0,49,65,train
morris14.npy,0,50,66,train
morris14.npy,0,51,67,train
morris14.npy,0,52,68,train
morris14.npy,0,53,69,train
morris14.npy,0,54,70,train
morris14.npy,0,55,71,train
morris14.npy,0,56,72,train
morris14.npy,0,57,73,train
morris14.npy,0,58,74,train
morris14.npy,0,59,75,train
morris14.npy,0,60,76,train
morris14.npy,0,61,77,train
morris14.npy,0,62,78,train
morris14.npy,0,63,79,train
morris14.npy,0,64,80,train
morris14.npy,0,65,81,train
morris14.npy,0,66,82,train
morris14.npy,0,67,83,train
morris14.npy,0,68,84,train
morris14.npy,0,69,85,train
morris14.npy,0,70,86,train
morris14.npy,0,71,87,train
morris14.npy,0,72,88,train
morris14.npy,0,73,89,train
morris14.npy,0,74,90,train
morris14.npy,0,75,91,train
morris14.npy,0,76,92,train
morris14.npy,0,77,93,train
morris14.npy,0,78,94,train
morris14.npy,0,79,95,train
morris14.npy,0,80,96,train
morris14.npy,0,81,97,train
morris14.npy,0,82,98,train
morris14.npy,0,83,99,train
morris14.npy,0,84,100,train
morris14.npy,0,85,101,train
morris14.npy,0,86,102,train
morris14.npy,0,87,103,train
morris14.npy,0,88,104,train
morris14.npy,0,89,105,train
morris14.npy,0,90,106,train
morris14.npy,0,91,107,train
morris14.npy,0,92,108,train
morris14.npy,0,93,109,train
morris14.npy,0,94,110,train
morris14.npy,0,95,111,train
morris14.npy,0,96,112,train
morris14.npy,0,97,113,train
morris14.npy,0,98,114,train
morris14.npy,0,99,115,train
morris14.npy,0,100,116,train
morris14.npy,0,101,117,train
morris14.npy,0,102,118,train
morris14.npy,0,103,119,train
morris14.npy,0,104,120,train
morris14.npy,0,105,121,train
morris14.npy,0,106,122,train
morris14.npy,0,107,123,train
morris14.npy,0,108,124,train
morris14.npy,0,109,125,train
morris14.npy,0,110,126,train
morris14.npy,0,111,127,train
morris14.npy,0,112,128,train
morris14.npy,0,113,129,train
morris14.npy,0,114,130,train
morris14.npy,0,115,131,train
morris14.npy,0,116,132,train
morris14.npy,0,117,133,train
morris14.npy,0,118,134,train
morris14.npy,0,119,135,train
morris14.npy,0,120,136,train
morris14.npy,0,121,137,train
morris14.npy,0,122,138,train
morris14.npy,0,123,139,train
morris14.npy,0,124,140,train
morris14.npy,0,125,141,train
morris14.npy,0,126,142,train
morris14.npy,0,127,143,train
morris14.npy,0,128,144,train
morris14.npy,0,129,145,train
morris14.npy,0,130,146,train
morris14.npy,0,131,147,train
morris14.npy,0,132,148,train
morris14.npy,0,133,149,train
morris14.npy,0,134,150,train
morris14.npy,0,135,151,train
morris14.npy,0,136,152,train
morris14.npy,0,137,153,train
morris14.npy,0,138,154,train
morris14.npy,0,139,155,train
morris14.npy,0,140,156,train
morris14.npy,0,141,157,train
morris14.npy,0,142,158,train
morris14.npy,0,143,159,train
morris14.npy,0,144,160,train
morris14.npy,0,145,161,train
morris14.npy,0,146,162,train
morris14.npy,0,147,163,train
morris14.npy,0,148,164,train
morris14.npy,0,149,165,train
morris14.npy,0,150,166,train
morris14.npy,0,151,167,train
morris14.npy,0,152,168,train
morris16.npy,0,0,16,train
morris16.npy,0,1,17,train
