filename,track,measure_st,measure_end,set
966.npy,0,73,89,val
966.npy,0,74,90,val
966.npy,0,75,91,val
966.npy,0,76,92,val
966.npy,0,77,93,val
966.npy,0,78,94,val
966.npy,0,79,95,val
966.npy,0,80,96,val
966.npy,0,81,97,val
966.npy,0,82,98,val
966.npy,0,83,99,val
966.npy,0,84,100,val
966.npy,0,85,101,val
966.npy,0,86,102,val
966.npy,0,87,103,val
966.npy,0,88,104,val
966.npy,0,89,105,val
966.npy,0,90,106,val
215.npy,0,0,16,train
215.npy,0,1,17,train
215.npy,0,2,18,train
215.npy,0,3,19,train
215.npy,0,4,20,train
215.npy,0,5,21,train
215.npy,0,6,22,train
215.npy,0,7,23,train
215.npy,0,8,24,train
215.npy,0,9,25,train
215.npy,0,10,26,train
215.npy,0,11,27,train
215.npy,0,12,28,train
215.npy,0,13,29,train
215.npy,0,14,30,train
215.npy,0,15,31,train
215.npy,0,16,32,train
215.npy,0,17,33,train
215.npy,0,18,34,train
215.npy,0,19,35,train
215.npy,0,20,36,train
215.npy,0,21,37,train
215.npy,0,22,38,train
215.npy,0,23,39,train
215.npy,0,24,40,train
215.npy,0,25,41,train
215.npy,0,26,42,train
215.npy,0,27,43,train
215.npy,0,28,44,train
215.npy,0,29,45,train
215.npy,0,30,46,train
215.npy,0,31,47,train
215.npy,0,32,48,train
215.npy,0,33,49,train
215.npy,0,34,50,train
215.npy,0,35,51,train
215.npy,0,36,52,train
215.npy,0,37,53,train
215.npy,0,38,54,train
215.npy,0,39,55,train
215.npy,0,40,56,train
215.npy,0,41,57,train
215.npy,0,42,58,train
215.npy,0,43,59,train
215.npy,0,44,60,train
215.npy,0,45,61,train
215.npy,0,46,62,train
215.npy,0,47,63,train
215.npy,0,48,64,train
215.npy,0,49,65,train
215.npy,0,50,66,train
215.npy,0,51,67,train
215.npy,0,52,68,train
215.npy,0,53,69,train
215.npy,0,54,70,train
215.npy,0,55,71,train
1269.npy,0,0,16,train
1269.npy,0,1,17,train
1269.npy,0,2,18,train
1269.npy,0,3,19,train
1269.npy,0,4,20,train
1269.npy,0,5,21,train
1269.npy,0,6,22,train
1269.npy,0,7,23,train
1269.npy,0,8,24,train
1269.npy,0,9,25,train
1269.npy,0,10,26,train
1269.npy,0,11,27,train
1269.npy,0,12,28,train
1269.npy,0,13,29,train
1269.npy,0,14,30,train
1269.npy,0,15,31,train
1269.npy,0,16,32,train
1269.npy,0,17,33,train
1269.npy,0,18,34,train
1269.npy,0,19,35,train
1269.npy,0,20,36,train
1269.npy,0,21,37,train
1269.npy,0,22,38,train
1269.npy,0,23,39,train
1269.npy,0,24,40,train
1269.npy,0,25,41,train
1269.npy,0,26,42,train
1269.npy,0,27,43,train
1269.npy,0,28,44,train
1269.npy,0,29,45,train
1269.npy,0,30,46,train
1269.npy,0,31,47,train
1269.npy,0,32,48,train
1269.npy,0,33,49,train
1269.npy,0,34,50,train
1269.npy,0,35,51,train
1269.npy,0,36,52,train
1269.npy,0,37,53,train
1269.npy,0,38,54,train
1269.npy,0,39,55,train
1269.npy,0,40,56,train
1269.npy,0,41,57,train
1269.npy,0,42,58,train
1269.npy,0,43,59,train
1269.npy,0,44,60,train
1269.npy,0,45,61,train
1269.npy,0,46,62,train
1269.npy,0,47,63,train
1269.npy,0,48,64,train
1269.npy,0,49,65,train
1269.npy,0,50,66,train
1269.npy,0,51,67,train
1269.npy,0,52,68,train
1269.npy,0,53,69,train
1269.npy,0,54,70,train
1269.npy,0,55,71,train
1269.npy,0,56,72,train
1269.npy,0,57,73,train
1269.npy,0,58,74,train
1269.npy,0,59,75,train
1269.npy,0,60,76,train
1269.npy,0,61,77,train
1269.npy,0,62,78,train
1269.npy,0,63,79,train
1269.npy,0,64,80,train
1269.npy,0,65,81,train
1269.npy,0,66,82,train
1269.npy,0,67,83,train
1269.npy,0,68,84,train
1269.npy,0,69,85,train
1269.npy,0,70,86,train
1269.npy,0,71,87,train
1269.npy,0,72,88,train
1269.npy,0,73,89,train
1269.npy,0,74,90,train
1269.npy,0,75,91,train
1269.npy,0,76,92,train
1269.npy,0,77,93,train
1269.npy,0,78,94,train
1269.npy,0,79,95,train
1269.npy,0,80,96,train
1269.npy,0,81,97,train
1269.npy,0,82,98,train
1269.npy,0,83,99,train
1269.npy,0,84,100,train
1269.npy,0,85,101,train
1269.npy,0,86,102,train
1269.npy,0,87,103,train
1269.npy,0,88,104,train
1269.npy,0,89,105,train
1269.npy,0,90,106,train
1269.npy,0,91,107,train
1269.npy,0,92,108,train
1269.npy,0,93,109,train
1269.npy,0,94,110,train
1269.npy,0,95,111,train
1269.npy,0,96,112,train
1269.npy,0,97,113,train
1269.npy,0,98,114,train
1269.npy,0,99,115,train
1269.npy,0,100,116,train
1269.npy,0,101,117,train
1269.npy,0,102,118,train
1269.npy,0,103,119,train
1269.npy,0,104,120,train
1269.npy,0,105,121,train
1269.npy,0,106,122,train
1269.npy,0,107,123,train
1269.npy,0,108,124,train
1269.npy,0,109,125,train
1269.npy,0,110,126,train
1269.npy,0,111,127,train
1269.npy,0,112,128,train
1269.npy,0,113,129,train
1269.npy,0,114,130,train
1269.npy,0,115,131,train
1269.npy,0,116,132,train
1269.npy,0,117,133,train
1269.npy,0,118,134,train
1269.npy,0,119,135,train
1269.npy,0,120,136,train
1269.npy,0,121,137,train
1269.npy,0,122,138,train
1269.npy,0,123,139,train
1269.npy,0,124,140,train
1269.npy,0,125,141,train
1269.npy,0,126,142,train
1269.npy,0,127,143,train
1269.npy,0,128,144,train
1269.npy,0,129,145,train
1269.npy,0,130,146,train
1269.npy,0,131,147,train
1269.npy,0,132,148,train
1269.npy,0,133,149,train
1642.npy,0,0,16,val
1642.npy,0,1,17,val
1642.npy,0,2,18,val
1642.npy,0,3,19,val
1642.npy,0,4,20,val
1642.npy,0,5,21,val
1642.npy,0,6,22,val
1642.npy,0,7,23,val
1642.npy,0,8,24,val
1642.npy,0,9,25,val
1642.npy,0,10,26,val
1642.npy,0,11,27,val
1642.npy,0,12,28,val
1642.npy,0,13,29,val
1642.npy,0,14,30,val
1642.npy,0,15,31,val
1642.npy,0,16,32,val
1642.npy,0,17,33,val
1642.npy,0,18,34,val
1642.npy,0,19,35,val
1642.npy,0,20,36,val
1642.npy,0,21,37,val
1642.npy,0,22,38,val
1642.npy,0,23,39,val
1642.npy,0,24,40,val
1642.npy,0,25,41,val
1642.npy,0,26,42,val
1642.npy,0,27,43,val
1642.npy,0,28,44,val
1642.npy,0,29,45,val
1642.npy,0,30,46,val
1642.npy,0,31,47,val
1642.npy,0,32,48,val
1642.npy,0,33,49,val
1642.npy,0,34,50,val
1642.npy,0,35,51,val
1642.npy,0,36,52,val
1642.npy,0,37,53,val
1642.npy,0,38,54,val
1642.npy,0,39,55,val
1642.npy,0,40,56,val
1642.npy,0,41,57,val
1642.npy,0,42,58,val
1642.npy,0,43,59,val
1642.npy,0,44,60,val
1642.npy,0,45,61,val
1642.npy,0,46,62,val
1642.npy,0,47,63,val
1642.npy,0,48,64,val
1642.npy,0,49,65,val
1642.npy,0,50,66,val
1642.npy,0,51,67,val
1642.npy,0,52,68,val
1642.npy,0,53,69,val
1642.npy,0,54,70,val
1642.npy,0,55,71,val
1642.npy,0,56,72,val
1642.npy,0,57,73,val
1642.npy,0,58,74,val
1642.npy,0,59,75,val
1642.npy,0,60,76,val
1642.npy,0,61,77,val
1642.npy,0,62,78,val
1642.npy,0,63,79,val
1642.npy,0,64,80,val
1642.npy,0,65,81,val
1642.npy,0,66,82,val
1642.npy,0,67,83,val
1642.npy,0,68,84,val
1642.npy,0,69,85,val
1642.npy,0,70,86,val
1642.npy,0,71,87,val
1642.npy,0,72,88,val
1642.npy,0,73,89,val
1642.npy,0,74,90,val
1642.npy,0,75,91,val
1642.npy,0,76,92,val
1642.npy,0,77,93,val
1642.npy,0,78,94,val
1642.npy,0,79,95,val
1642.npy,0,80,96,val
1642.npy,0,81,97,val
1642.npy,0,82,98,val
1642.npy,0,83,99,val
1642.npy,0,84,100,val
1642.npy,0,85,101,val
1642.npy,0,86,102,val
1642.npy,0,87,103,val
1642.npy,0,88,104,val
1642.npy,0,89,105,val
1642.npy,0,90,106,val
1642.npy,0,91,107,val
1642.npy,0,92,108,val
1642.npy,0,93,109,val
1642.npy,0,94,110,val
1642.npy,0,95,111,val
1642.npy,0,96,112,val
1642.npy,0,97,113,val
1642.npy,0,98,114,val
1642.npy,0,99,115,val
1642.npy,0,100,116,val
1642.npy,0,101,117,val
1642.npy,0,102,118,val
1642.npy,0,103,119,val
1642.npy,0,104,120,val
1642.npy,0,105,121,val
1642.npy,0,106,122,val
1642.npy,0,107,123,val
1642.npy,0,108,124,val
1642.npy,0,109,125,val
1642.npy,0,110,126,val
1642.npy,0,111,127,val
1642.npy,0,112,128,val
1642.npy,0,113,129,val
187.npy,0,0,16,train
187.npy,0,1,17,train
187.npy,0,2,18,train
187.npy,0,3,19,train
187.npy,0,4,20,train
187.npy,0,5,21,train
187.npy,0,6,22,train
187.npy,0,7,23,train
187.npy,0,8,24,train
187.npy,0,9,25,train
187.npy,0,10,26,train
187.npy,0,11,27,train
187.npy,0,12,28,train
187.npy,0,13,29,train
187.npy,0,14,30,train
187.npy,0,15,31,train
187.npy,0,16,32,train
187.npy,0,17,33,train
187.npy,0,18,34,train
187.npy,0,19,35,train
187.npy,0,20,36,train
187.npy,0,21,37,train
187.npy,0,22,38,train
187.npy,0,23,39,train
187.npy,0,24,40,train
187.npy,0,25,41,train
187.npy,0,26,42,train
187.npy,0,27,43,train
187.npy,0,28,44,train
187.npy,0,29,45,train
187.npy,0,30,46,train
187.npy,0,31,47,train
187.npy,0,32,48,train
187.npy,0,33,49,train
187.npy,0,34,50,train
187.npy,0,35,51,train
187.npy,0,36,52,train
187.npy,0,37,53,train
187.npy,0,38,54,train
187.npy,0,39,55,train
187.npy,0,40,56,train
187.npy,0,41,57,train
187.npy,0,42,58,train
187.npy,0,43,59,train
187.npy,0,44,60,train
187.npy,0,45,61,train
187.npy,0,46,62,train
187.npy,0,47,63,train
187.npy,0,48,64,train
187.npy,0,49,65,train
187.npy,0,50,66,train
187.npy,0,51,67,train
187.npy,0,52,68,train
187.npy,0,53,69,train
187.npy,0,54,70,train
187.npy,0,55,71,train
187.npy,0,56,72,train
187.npy,0,57,73,train
187.npy,0,58,74,train
187.npy,0,59,75,train
187.npy,0,60,76,train
187.npy,0,61,77,train
187.npy,0,62,78,train
187.npy,0,63,79,train
187.npy,0,64,80,train
187.npy,0,65,81,train
187.npy,0,66,82,train
187.npy,0,67,83,train
1505.npy,0,0,16,val
1505.npy,0,1,17,val
1505.npy,0,2,18,val
1505.npy,0,3,19,val
1505.npy,0,4,20,val
1505.npy,0,5,21,val
1505.npy,0,6,22,val
1505.npy,0,7,23,val
1505.npy,0,8,24,val
1505.npy,0,9,25,val
1505.npy,0,10,26,val
1505.npy,0,11,27,val
1505.npy,0,12,28,val
1505.npy,0,13,29,val
1505.npy,0,14,30,val
1505.npy,0,15,31,val
1505.npy,0,16,32,val
1505.npy,0,17,33,val
1505.npy,0,18,34,val
1505.npy,0,19,35,val
1505.npy,0,20,36,val
1505.npy,0,21,37,val
1505.npy,0,22,38,val
1505.npy,0,23,39,val
1505.npy,0,24,40,val
1505.npy,0,25,41,val
1505.npy,0,26,42,val
1505.npy,0,27,43,val
1505.npy,0,28,44,val
1505.npy,0,29,45,val
1505.npy,0,30,46,val
1505.npy,0,31,47,val
1505.npy,0,32,48,val
1505.npy,0,33,49,val
1505.npy,0,34,50,val
1505.npy,0,35,51,val
1505.npy,0,36,52,val
1505.npy,0,37,53,val
1505.npy,0,38,54,val
1505.npy,0,39,55,val
1505.npy,0,40,56,val
1505.npy,0,41,57,val
1505.npy,0,42,58,val
1505.npy,0,43,59,val
1505.npy,0,44,60,val
1505.npy,0,45,61,val
1505.npy,0,46,62,val
1505.npy,0,47,63,val
1505.npy,0,48,64,val
1505.npy,0,49,65,val
1505.npy,0,50,66,val
1505.npy,0,51,67,val
1505.npy,0,52,68,val
1505.npy,0,53,69,val
1505.npy,0,54,70,val
1505.npy,0,55,71,val
1505.npy,0,56,72,val
1505.npy,0,57,73,val
1505.npy,0,58,74,val
1505.npy,0,59,75,val
1505.npy,0,60,76,val
1505.npy,0,61,77,val
1505.npy,0,62,78,val
1505.npy,0,63,79,val
1505.npy,0,64,80,val
1505.npy,0,65,81,val
1505.npy,0,66,82,val
1505.npy,0,67,83,val
1505.npy,0,68,84,val
1505.npy,0,69,85,val
1505.npy,0,70,86,val
1505.npy,0,71,87,val
1505.npy,0,72,88,val
1505.npy,0,73,89,val
1505.npy,0,74,90,val
1505.npy,0,75,91,val
1505.npy,0,76,92,val
1505.npy,0,77,93,val
1505.npy,0,78,94,val
1505.npy,0,79,95,val
1505.npy,0,80,96,val
1505.npy,0,81,97,val
1505.npy,0,82,98,val
1505.npy,0,83,99,val
1505.npy,0,84,100,val
1505.npy,0,85,101,val
1505.npy,0,86,102,val
1505.npy,0,87,103,val
1505.npy,0,88,104,val
1505.npy,0,89,105,val
1505.npy,0,90,106,val
1505.npy,0,91,107,val
1505.npy,0,92,108,val
1505.npy,0,93,109,val
1505.npy,0,94,110,val
1505.npy,0,95,111,val
1505.npy,0,96,112,val
1505.npy,0,97,113,val
1505.npy,0,98,114,val
1505.npy,0,99,115,val
1505.npy,0,100,116,val
1505.npy,0,101,117,val
1505.npy,0,102,118,val
1505.npy,0,103,119,val
1505.npy,0,104,120,val
1505.npy,0,105,121,val
1505.npy,0,106,122,val
1505.npy,0,107,123,val
1505.npy,0,108,124,val
1505.npy,0,109,125,val
1505.npy,0,110,126,val
1505.npy,0,111,127,val
1505.npy,0,112,128,val
1505.npy,0,113,129,val
1505.npy,0,114,130,val
1505.npy,0,115,131,val
1505.npy,0,116,132,val
1505.npy,0,117,133,val
1505.npy,0,118,134,val
1505.npy,0,119,135,val
1505.npy,0,120,136,val
1505.npy,0,121,137,val
1505.npy,0,122,138,val
1505.npy,0,123,139,val
1505.npy,0,124,140,val
1505.npy,0,125,141,val
1505.npy,0,126,142,val
1505.npy,0,127,143,val
1505.npy,0,128,144,val
1505.npy,0,129,145,val
1505.npy,0,130,146,val
902.npy,0,0,16,train
902.npy,0,1,17,train
902.npy,0,2,18,train
902.npy,0,3,19,train
902.npy,0,4,20,train
902.npy,0,5,21,train
902.npy,0,6,22,train
902.npy,0,7,23,train
902.npy,0,8,24,train
902.npy,0,9,25,train
902.npy,0,10,26,train
902.npy,0,11,27,train
902.npy,0,12,28,train
902.npy,0,13,29,train
902.npy,0,14,30,train
902.npy,0,15,31,train
902.npy,0,16,32,train
902.npy,0,17,33,train
902.npy,0,18,34,train
902.npy,0,19,35,train
902.npy,0,20,36,train
902.npy,0,21,37,train
902.npy,0,22,38,train
902.npy,0,23,39,train
902.npy,0,24,40,train
902.npy,0,25,41,train
902.npy,0,26,42,train
902.npy,0,27,43,train
902.npy,0,28,44,train
902.npy,0,29,45,train
902.npy,0,30,46,train
902.npy,0,31,47,train
902.npy,0,32,48,train
902.npy,0,33,49,train
902.npy,0,34,50,train
902.npy,0,35,51,train
902.npy,0,36,52,train
902.npy,0,37,53,train
902.npy,0,38,54,train
902.npy,0,39,55,train
902.npy,0,40,56,train
902.npy,0,41,57,train
902.npy,0,42,58,train
902.npy,0,43,59,train
902.npy,0,44,60,train
902.npy,0,45,61,train
902.npy,0,46,62,train
902.npy,0,47,63,train
902.npy,0,48,64,train
902.npy,0,49,65,train
902.npy,0,50,66,train
902.npy,0,51,67,train
902.npy,0,52,68,train
902.npy,0,53,69,train
902.npy,0,54,70,train
902.npy,0,55,71,train
902.npy,0,56,72,train
902.npy,0,57,73,train
902.npy,0,58,74,train
902.npy,0,59,75,train
902.npy,0,60,76,train
902.npy,0,61,77,train
902.npy,0,62,78,train
902.npy,0,63,79,train
902.npy,0,64,80,train
902.npy,0,65,81,train
902.npy,0,66,82,train
902.npy,0,67,83,train
902.npy,0,68,84,train
902.npy,0,69,85,train
902.npy,0,70,86,train
902.npy,0,71,87,train
902.npy,0,72,88,train
902.npy,0,73,89,train
902.npy,0,74,90,train
902.npy,0,75,91,train
902.npy,0,76,92,train
902.npy,0,77,93,train
902.npy,0,78,94,train
902.npy,0,79,95,train
651.npy,0,0,16,train
651.npy,0,1,17,train
651.npy,0,2,18,train
651.npy,0,3,19,train
651.npy,0,4,20,train
651.npy,0,5,21,train
651.npy,0,6,22,train
651.npy,0,7,23,train
651.npy,0,8,24,train
651.npy,0,9,25,train
651.npy,0,10,26,train
651.npy,0,11,27,train
651.npy,0,12,28,train
651.npy,0,13,29,train
373.npy,0,0,16,train
373.npy,0,1,17,train
373.npy,0,2,18,train
373.npy,0,3,19,train
373.npy,0,4,20,train
373.npy,0,5,21,train
373.npy,0,6,22,train
373.npy,0,7,23,train
373.npy,0,8,24,train
373.npy,0,9,25,train
373.npy,0,10,26,train
373.npy,0,11,27,train
373.npy,0,12,28,train
373.npy,0,13,29,train
373.npy,0,14,30,train
373.npy,0,15,31,train
373.npy,0,16,32,train
373.npy,0,17,33,train
373.npy,0,18,34,train
373.npy,0,19,35,train
373.npy,0,20,36,train
373.npy,0,21,37,train
373.npy,0,22,38,train
373.npy,0,23,39,train
373.npy,0,24,40,train
373.npy,0,25,41,train
373.npy,0,26,42,train
373.npy,0,27,43,train
373.npy,0,28,44,train
373.npy,0,29,45,train
373.npy,0,30,46,train
373.npy,0,31,47,train
373.npy,0,32,48,train
373.npy,0,33,49,train
373.npy,0,34,50,train
373.npy,0,35,51,train
373.npy,0,36,52,train
373.npy,0,37,53,train
373.npy,0,38,54,train
373.npy,0,39,55,train
373.npy,0,40,56,train
373.npy,0,41,57,train
373.npy,0,42,58,train
373.npy,0,43,59,train
373.npy,0,44,60,train
373.npy,0,45,61,train
373.npy,0,46,62,train
373.npy,0,47,63,train
373.npy,0,48,64,train
373.npy,0,49,65,train
373.npy,0,50,66,train
373.npy,0,51,67,train
373.npy,0,52,68,train
373.npy,0,53,69,train
373.npy,0,54,70,train
373.npy,0,55,71,train
373.npy,0,56,72,train
373.npy,0,57,73,train
1328.npy,0,0,16,train
1328.npy,0,1,17,train
1328.npy,0,2,18,train
1328.npy,0,3,19,train
1328.npy,0,4,20,train
1328.npy,0,5,21,train
1328.npy,0,6,22,train
1328.npy,0,7,23,train
1328.npy,0,8,24,train
1328.npy,0,9,25,train
1328.npy,0,10,26,train
1328.npy,0,11,27,train
1328.npy,0,12,28,train
1328.npy,0,13,29,train
1328.npy,0,14,30,train
1328.npy,0,15,31,train
1328.npy,0,16,32,train
1328.npy,0,17,33,train
1328.npy,0,18,34,train
1328.npy,0,19,35,train
1328.npy,0,20,36,train
1328.npy,0,21,37,train
1328.npy,0,22,38,train
1328.npy,0,23,39,train
1328.npy,0,24,40,train
1328.npy,0,25,41,train
1328.npy,0,26,42,train
1328.npy,0,27,43,train
1328.npy,0,28,44,train
1328.npy,0,29,45,train
1328.npy,0,30,46,train
1328.npy,0,31,47,train
1328.npy,0,32,48,train
1328.npy,0,33,49,train
1328.npy,0,34,50,train
1328.npy,0,35,51,train
1328.npy,0,36,52,train
1328.npy,0,37,53,train
1328.npy,0,38,54,train
1328.npy,0,39,55,train
1328.npy,0,40,56,train
1328.npy,0,41,57,train
1328.npy,0,42,58,train
1328.npy,0,43,59,train
1328.npy,0,44,60,train
1328.npy,0,45,61,train
1328.npy,0,46,62,train
1328.npy,0,47,63,train
1328.npy,0,48,64,train
1328.npy,0,49,65,train
1328.npy,0,50,66,train
1328.npy,0,51,67,train
1328.npy,0,52,68,train
1328.npy,0,53,69,train
1328.npy,0,54,70,train
1328.npy,0,55,71,train
1328.npy,0,56,72,train
1328.npy,0,57,73,train
1328.npy,0,58,74,train
1328.npy,0,59,75,train
1328.npy,0,60,76,train
1328.npy,0,61,77,train
1328.npy,0,62,78,train
1328.npy,0,63,79,train
1328.npy,0,64,80,train
1328.npy,0,65,81,train
1328.npy,0,66,82,train
1328.npy,0,67,83,train
1328.npy,0,68,84,train
1328.npy,0,69,85,train
1328.npy,0,70,86,train
1328.npy,0,71,87,train
1328.npy,0,72,88,train
1328.npy,0,73,89,train
1328.npy,0,74,90,train
1328.npy,0,75,91,train
1328.npy,0,76,92,train
1328.npy,0,77,93,train
1328.npy,0,78,94,train
1328.npy,0,79,95,train
1328.npy,0,80,96,train
1328.npy,0,81,97,train
1328.npy,0,82,98,train
1328.npy,0,83,99,train
1328.npy,0,84,100,train
1328.npy,0,85,101,train
1328.npy,0,86,102,train
1328.npy,0,87,103,train
1328.npy,0,88,104,train
1328.npy,0,89,105,train
1328.npy,0,90,106,train
1328.npy,0,91,107,train
1328.npy,0,92,108,train
1328.npy,0,93,109,train
1328.npy,0,94,110,train
1328.npy,0,95,111,train
1328.npy,0,96,112,train
1328.npy,0,97,113,train
1328.npy,0,98,114,train
1328.npy,0,99,115,train
1328.npy,0,100,116,train
1328.npy,0,101,117,train
1328.npy,0,102,118,train
1328.npy,0,103,119,train
1328.npy,0,104,120,train
1328.npy,0,105,121,train
1328.npy,0,106,122,train
603.npy,0,0,16,train
603.npy,0,1,17,train
603.npy,0,2,18,train
603.npy,0,3,19,train
603.npy,0,4,20,train
603.npy,0,5,21,train
603.npy,0,6,22,train
603.npy,0,7,23,train
603.npy,0,8,24,train
603.npy,0,9,25,train
603.npy,0,10,26,train
603.npy,0,11,27,train
603.npy,0,12,28,train
603.npy,0,13,29,train
603.npy,0,14,30,train
603.npy,0,15,31,train
603.npy,0,16,32,train
603.npy,0,17,33,train
603.npy,0,18,34,train
603.npy,0,19,35,train
603.npy,0,20,36,train
603.npy,0,21,37,train
603.npy,0,22,38,train
603.npy,0,23,39,train
603.npy,0,24,40,train
603.npy,0,25,41,train
603.npy,0,26,42,train
1027.npy,0,0,16,train
1027.npy,0,1,17,train
1027.npy,0,2,18,train
1027.npy,0,3,19,train
1027.npy,0,4,20,train
1027.npy,0,5,21,train
1027.npy,0,6,22,train
1027.npy,0,7,23,train
1027.npy,0,8,24,train
1027.npy,0,9,25,train
1027.npy,0,10,26,train
1027.npy,0,11,27,train
1027.npy,0,12,28,train
1027.npy,0,13,29,train
1027.npy,0,14,30,train
1027.npy,0,15,31,train
1027.npy,0,16,32,train
1027.npy,0,17,33,train
1027.npy,0,18,34,train
1027.npy,0,19,35,train
1027.npy,0,20,36,train
1027.npy,0,21,37,train
1027.npy,0,22,38,train
1027.npy,0,23,39,train
1027.npy,0,24,40,train
1027.npy,0,25,41,train
1027.npy,0,26,42,train
1027.npy,0,27,43,train
1027.npy,0,28,44,train
1027.npy,0,29,45,train
1027.npy,0,30,46,train
1027.npy,0,31,47,train
1027.npy,0,32,48,train
1027.npy,0,33,49,train
1027.npy,0,34,50,train
1027.npy,0,35,51,train
1027.npy,0,36,52,train
1027.npy,0,37,53,train
1027.npy,0,38,54,train
1027.npy,0,39,55,train
1027.npy,0,40,56,train
1027.npy,0,41,57,train
1027.npy,0,42,58,train
1027.npy,0,43,59,train
1027.npy,0,44,60,train
1027.npy,0,45,61,train
1027.npy,0,46,62,train
1027.npy,0,47,63,train
1027.npy,0,48,64,train
1027.npy,0,49,65,train
1027.npy,0,50,66,train
1027.npy,0,51,67,train
1027.npy,0,52,68,train
1027.npy,0,53,69,train
1027.npy,0,54,70,train
1027.npy,0,55,71,train
1027.npy,0,56,72,train
1027.npy,0,57,73,train
1027.npy,0,58,74,train
1027.npy,0,59,75,train
1027.npy,0,60,76,train
1027.npy,0,61,77,train
1027.npy,0,62,78,train
1027.npy,0,63,79,train
1027.npy,0,64,80,train
1027.npy,0,65,81,train
1027.npy,0,66,82,train
1027.npy,0,67,83,train
